,datano,꽃 이름,꽃 영문이름,꽃말,사용,생장
135,231,진노랑상사화,Yellow surprise lily,내리사랑,상사화류는 꽃꽂이용으로 쓰일 때 대부분 주재료로 쓰인다. 꽃이 워낙 크고 아름답기 때문이다. 상사화류는 Lycoris속 식물인데 리코리스는 요즘 개량된 원예종도 종종 나온다.,상사화류는 씨앗이 잘 맺히지 않아 종자번식은 어렵다. 화단에서 일년에 2-3배 불어난다. 알뿌리를 통해 늘려갈 때는 자구를 떼어 6월경에 정식하여 3-4년간 계속 키웠다가 다시 자구를 떼어 늘려간다.
136,230,땅나리,Slimstem lily,"발랄, 열정","땅나리는 꽃이 참 아름답지만 꽃대가 약해서 근처에 지지대가 없으면 쉽게 쓰러질 정도이다. 볕이 잘드는 곳에 화단용으로 좋으며, 꽃 모양이 아주 아름답기 때문에 잘라서 꽃꽂이용으로도 이용이 가능하다. 하지만 상업적으로 대량 이용되려면 꽃대를 튼튼히 하고 별도의 재배법이 확립되어야 할 것으로 생각된다.","나리류는 종자로도 번식이 잘 된다. 종자번식 방법이 좀 특이하다. 씨앗으로부터 떡잎이 나오고 나서 알뿌리가 형성되는 지상발아형과 먼저 알뿌리로 형성된 다음 본잎이 나오는 지하발아형으로 구분된다. 잎이 둥굴게 모아 달리는 말나리나 울릉도에 나는 섬말나리는 지하발아형이며, 하늘나리, 땅나리, 털중나리 등은 지상발아형이다. 알뿌리의 인편을 떼어 번식하는 인편삽 방법을 흔히 이용한다."
137,229,하와이무궁화,Hawaiian hibiscus,섬세한 아름다움,"화단 및 정원용으로 가장 널리 쓰인다. 식물원이나 공원에 군락으로 모아심기도 한다. 키가 2-5m까지 자라며, 꽃은 여름부터 가을까지 피는데 아침에는 색이 옅지만 낮으로 가면서 진해져 빨간색에 가까운 분홍색으로 된다.",웬만한 추위에는 잘 견디기 때문에 중부 이남지역에서는 어디든 월동이 가능하다. 물 빠짐이 좋고 햇볕이 잘 드는 곳이면 대체로 잘 자란다.
138,228,부레옥잠,Floating water hyacinth,승리,"연못이나 저류지, 수조 등 물이 고인 곳에서 관상용으로 좋다. 잎 모양이 특이한데다 꽃이 피었을 때 보면 참 아름답다. 잎자루 가운데가 부풀어 마치 부레처럼 되며 수면에 뜨기 때문에 부레옥잠이라고 한다. 꽃은 8-9월에 연한 자주색으로 피는데, 꽃이 제법 크며 꽃대 길이도 20-30cm정도 된다.",부레옥잠은 흔히 수조나 작은 연못에서 관상용으로 쓰인다. 밑에서 잔뿌리가 많이 나오고 옥잠화 잎처럼 생긴 잎도 많이 나온다. 연못에서 일단 활착하고 나면 좀처럼 죽지 않을 정도로 번식력이 강하다. 혼탁하거나 오염된 물속에서도 잘 자라며 여러가지 수생식물 중 수질 정화능력이 탁월한 편이다. 
139,227,부겐빌리아,"Bougainvillea, Paper flower",정열,부겐빌리아는 분에 심어 겨울동안에는 실내에서 감상한다. 원래 아열대 식물이라 추위에 약해 중북부 이북에서는 월동이 곤란하다. 실내에서 공간만 있다면 걸이용으로 다양한 모양을 연출하면서 활용할 수 있다.,덩굴성으로 줄기에 가시가 있으며 생육이 매우 왕성하다. 보통 꽃으로 알고 있는 부분은 포엽으로 3개씩 싸여서 삼각형 모양을 이룬다. 포엽이 빨갛게 되는 시기는 6-8월이다. 반 그늘진 곳을 좋아하며 5℃이상이면 노지에서도 월동이 가능하다. 특히 광을 좋아하며 광선이 강할수록 포엽의 색이 진해진다. 화분에서 기를 때 물 빠짐이 좋아야 한다. 30cm 정도 자라면 순을 쳐서 새가지를 가꾸고 덩굴은 취미대로 모양을 만들어 유인한다. 꽃을 잘 피우기 위해서는 9∼10월 상순까지 가지를 잘라 준다. 가지는 꽃이 진 후 과감하게 깊이 잘라준다. 새 가지의 끝에서 꽃이 피기 때문에 튼튼한 새 가지 발생을 촉진시켜 주는 것이 중요하다.
140,226,봉선화,"Touch-me-not, Garden balsam",나를 건드리지 마세요.,우리나라에서는 봉선화가 주로 화단용으로 쓰이지만 서양에서는 실내 분화용이나 창가나 발코니의 벽걸이용 화분으로도 많이 쓰인다. 꽃잎을 다져서 나온 물로 손톱에 색을 넣는다.,"원예종들은 일년초로 기르는 것이 보통이다. 2∼3월 파종하여 4∼5월에 심으면 여름에 핀다. 꽃눈이 만들어지는 것은 주로 온도 영향을 받는데, 20∼25℃정도 유지되면 연중 어느때나 꽃을 피운다. 정원 한 곳에 모아 심으면 한동안 꽃을 즐길수 있다. "
141,225,바위솔,null,가사 근면,"가정의 암석정원, 분경소재, 옥상정원 등 다양하게 이용할수 있는 소재다. 시골 기와집이나 기와 담장위에 붙어있는 걸 종종 볼수 있다. 몇 해 전 창덕궁 기와 담장위에서도 수북이 자라는 걸 본 기억이 난다. 일본에서는 잎을 따 습진에 바르기도 한다. ","꽃이 핀 모주는 그해에 없어지지만 옆에서 나오는 새끼 촉은 월동하여 이듬해 다시 꽃을 피운다. 씨앗은 작은 미세종자이지만 발아는 잘 된다. 이른 봄 파종하면 그해 꽃을 볼 수 있지만, 6월 이후 파종하면 이듬 해 핀다. 너무 습하면 연약해지고 뿌리가 썩기 쉽다. 물 빠짐이 좋으면 잘 자란다. 반그늘에서도 견디지만 양지에서 기르는 것이 튼튼하고 보기도 좋다."
142,224,밤나무,Korean chestnut,공평,종종 공원이나 자연학습장 같은 곳에 관상용으로 심기도 하지만 대부분 야산에 밤을 수확하려고 재배되는 나무들이다. 요즘은 도시 근교의 밤나무 농장에서는 가을에 알밤줍기 같은 이벤트를 열어 도시민들이 찾아와 체험학습도 하고 밤도 따가는 기쁨을 맛보게 하고 있다.,"접목으로 번식하는 것이 보통이다. 대목은 열매(씨밤)를 심어 그 중 우량한 것들을 골라 묘로 양성하며, 접수는 기존의 밤나무 품종 중 형질이 좋은 품종에서 나온 일년생 가지를 3월경 잘라 저온저장해 두었다가 이용한다. 대목에서 싹이 트는 4월 중하순경 접수를 붙이고 그 자리를 비닐로 고정하여 접목묘가 잘 활착할 때까지 비닐을 떼지말고 관리한다."
143,223,무화과,Fig tree,"풍요한 결실, 열심, 다산",주로 남부지역에서 정원용 또는 과일생산을 위해 재배된다. 키는 지력이나 광선 등 환경조건에 따라 2∼4m내외로 자란다. 열매는 달걀을 거꾸로 세운 모양으로 8∼10월에 길이 5-8cm의 검은 자주색 또는 황록색으로 익으며 날로 먹거나 잼을 만들어 먹는다. 열매를 완화제(緩下劑)로 사용하고 줄기에서 나오는 액은 치질이나 살충제로 쓰기도 한다.,"무화과 씨앗에는 배(胚)가 없어서 종자번식은 어렵고 대신 꺾꽂이로 번식한다. 원예품종들이 개발되어 있어 과실이 익는 시기에 따라 여름종, 가을종 또는 여름겨울종의 세 종류로 구분되어 유통 재배되고 있다."
144,222,루드베키아,Coneflower,영원한 행복,"여름철 화단용으로 도로변이나 공원, 정원 등 어디서든 잘 어울린다. 초기에 나온 품종들은 키가 큰 것들이었으나 지금은 키가 20cm 이내로 작은 품종들도 나오고 있어 화단 앞부분에도 좋으며 분화용으로도 기를수 있다.","루드베키아는 기본적으로 한해살이 초화류다. 한번 심으면 씨앗이 떨어져 매년 꽃이 피긴 하지만 꽃 모양이나 크기 등이 조금씩 퇴화되어 간다, 매년 좋은 꽃을 보려면 종묘상에서 종자를 구입해 이용하는 것이 좋다. 씨앗은 뿌린 뒤 일주일정도 지나면 싹이 나오기 시작한다."
145,221,도라지,"Ballon flower, Chinese bellflower","성실, 품위",도라지는 관상용보다 뿌리를 채소나 약용(길경)으로 쓰기 위해 많이 재배한다. 꽃은 6-8월에 흰색이나 보라색으로 피며 키는 40-100cm정도로 절화용이나 화단용 모두 이용이 가능하다. 추위나 건조에 강해 전국 어디서든 심을 수 있다.,"씨앗은 9월하순에 검은 광택을 띠며 익는다. 이 종자를 따서 잘 여문 것을 골라 뿌리면 쉽게 싹이 나온다. 씨앗을 뿌리고 약 보름정도 지나 발아하는데, 싹이 나오고 본엽이 3-5매정도 나온 뒤부터 2-3개월간은 잎 성장은 멈추고 뿌리 발육기에 돌입한다. 어느정도 작은 도라지뿌리가 형성되면 이때부터 다시 잎과 줄기의 생장이 본격적으로 시작된다."
146,220,돌가시나무,Memorial rose,하얀 미소,전남이나 경남의 남부 해안가에 주로 자생한다. 겨울이 춥지 않은 남부지역에서는 정원이나 울타리용으로 이용할 수 있다. 꽃에 향기가 나며 나중에 열매가 빨갛고 둥글게 달린다. ,"장미과답게 몸 전체에 가시가 많다. 정원이나 자연학습장 같은 생태공원의 바위틈, 생울타리, 경계부분 등에 심으면 잘 어울린다. 햇볕이 충분히 들고 거름기가 좀 있는 곳을 좋아한다."
147,219,마타리,null,미인,"마타리는 키가 커 정원의 경계부나 울타리 주변에 잘 어울린다. 꽃이 적은 초가을까지 꽃을 피우니 가을화단용으로 좋다. 정원 내부에 심을 때는 키가 좀 작은 돌마타리나 금마타리를 심는게 좋을 것 같다. 많이 심어두고 꽃대를 잘라서 꽃꽂이 배경소재로 이용해도 훌륭하다. 약용으로도 쓰이는데, 뿌리에서 썩는 냄새가 난다 하여 패장근(敗?根)이라 한다. 신초를 나물로도 쓰는데 가얌취, 미역취 등으로 불리기도 한다.",햇볕이 잘드는 곳이면 잘 자란다. 추위나 더위 및 건조에도 강해 전국 어디서든 기를수 있다. 씨앗을 받아 봄에 뿌리면 첫해는 영양 잎들만 생기고 이듬해 꽃이 핀다. 봄이나 가을에 포기나누기를 해줘도 잘 자란다.
148,218,다알리아,Dahlia,"감사, 우아",꽃꽂이용으로 가장 많이 쓰인다. 꽃이 크고 화려하며 색깔도 다양하여 여러가지 화훼장식 제작용으로 쓰인다. 꽃이 화려해 가정이나 아파트 정원 또는 식물원이나 축제장 같은 곳에서 화단용으로도 흔히 활용된다.,전문 재배하는 농가에서는 봄에 심어 여름에 꽃을 수확하여 출하하는 표준작형을 중심으로 촉성 또는 억제재배한다. 다알리아는 고향이 멕시코 고원지대라 15∼20℃에서 잘 자라며 이보다 낮거나 높으면 생육이 급격히 나빠진다. 봄에 묘를 심으면 20일 정도 지나 꽃눈 분화가 시작되며 50일 후 꽃이 핀다. 물을 좋아하며 건조에는 약한 편이다.
149,217,능소화,Chinese trumpet creeper,"여성, 명예","능소화는 덩굴성이라 울타리, 시멘트벽, 야외학습장, 담장 등 타고 올라갈 것이 있는 곳이면 어디든 잘 어울린다. 대문 주변이나 담, 고목 같은 곳에 타고 올라가 꽃줄기를 늘어뜨린 모습은 가히 일품이다.",꽃은 8-9월에 빨간색에 가까운 주황색으로 피며 10월에 열매가 익는다. 번식이 왕성하고 생명력이 강하다. 넝쿨줄기에 마디마다 기근(氣根)이 있어 벽면과 같은 물체에 닿으면 거기에 붙어 곧 뿌리를 내린다. 추위에는 비교적 약한 편이나 수분이 충분하고 거름기가 많은 사질양토에서 잘 자란다. 
150,216,글록시니아,Florists' gloxinia,"아양, 미태","글록시니아의 원종인 스페시오사종은 원래 꽃이 작고 하향 개화성이었으나 꽃도 커지고 상향성으로 개량되어 나오고 있다. 꽃이 나팔모양의 통꽃이면서 키가 작아 분화용으로 좋다. 꽃색도 원래 자홍색이었지만 지금은 주홍, 적색, 보라, 분홍, 백색 및 여러가지 복색(覆色) 등 다양하다.","원래 열대 원산이라 낮에는 23∼25℃, 밤에도 18℃이상 유지되는 실내에서 자란다. 광량도 충분한 곳을 좋아하므로 가정의 베란다나 거실의 창 쪽에 두고 관상한다. 반음지성 식물로 강한 햇볕은 싫어하므로 여름철에는 햇볕을 좀 가려주는 것이 좋다. 잎이 두꺼우며 잎 조직에 수분이 많아 습도가 높은 환경을 좋아한다. 추위를 무척 싫어해 한 겨울에도 15℃ 이하가 되면 성장을 멈춰 버리며 8℃이하에서는 아예 삶을 포기한다."
151,215,상사화,Magic lily,"기대, 순결한 사랑",상사화류는 꽃이 아름다워 꽃꽂이용으로 훌륭한 소재다. 화단이나 공원에서 봄부터 나오는 잎 모양도 좋고 무리지어 군락을 이루고 있으면 개화기에 장관이다.,상사화류는 씨앗을 잘 맺지 않아 자연분구나 인공번식으로 늘린다. 인공번식은 칩핑법(chipping)이라 하여 알뿌리를 세로로 8등분하여 심어 자구를 늘려가는 방법이다. 개상사화는 추위에 다소 약해 중부지역에서는 바람이 없는 양지에 심어야 한다. 강화 등 해안가에서는 상당히 중북부지방까지 월동에 문제가 없이 잘 자란다. 물 빠짐이 좋으면 척박한 곳에서도 잘 자란다.
152,214,접시꽃,Hollyhock,"풍요, 대망","정원의 경계부분이나 토담 밑, 바닥이 흙인 시골 길가 등에서 잘 어울린다. 꽃대가 곧아 집안에서 꽃꽂이용으로 써도 좋을 듯 싶다.",접시꽃은 대부분 일이년생이라 주로 씨앗으로 번식한다. 여름철에 꽃을 보려면 전년도 늦여름에 씨앗을 뿌려야 한다. 비교적 저온 발아성이라 15℃에서 잘 발아된다. 잎이 몇장 나온다음 겨울을 나고 봄에 온도가 올라가면서 본격적으로 자라기 시작한다. 접시꽃은 아무데서나 잘 자라지만 거름끼가 충분하고 물기가 많으며 배수가 잘되고 햇볕이 잘드는 곳에서 더 잘자란다.
153,213,토끼풀,Clover,"희망이 이뤄짐, 행운",보통은 잡초로 취급되어 밭농사 짓는 농부들을 괴롭힌다. 하지만 잡초의 개념은 이렇다. 잔디밭에 토끼풀이 나 있으면 토끼풀이 잡초지만 토끼풀 밭에 잔디가 나 있으면 잔디가 잡초다. 즉 이용목적이 뭐냐에 따라 보는 게 달라진다는 얘기다.,한 두포기만 있으면 줄기가 땅위로 벋으며 아주 잘 번진다. 제거하기 어려울 정도로 번식이 강하다. 특히 잔디밭에서 잘 자란다.
